"CMCLoc","COMPANY","Division","Prodcode","ProductName","size","UnitWeight-KG","InStock"
"CT","ELEMENTIS","CONSUMER","12841","BENTONE® GEL PIO V","8OZ",0.19,0
"CT","ELEMENTIS","CONSUMER","12902","BENTONE GEL® VS1 V","8OZ",0.20,1
"CT","ELEMENTIS","CONSUMER","12903","BENTONE GEL® D5 V","8OZ",0.24,0
"CT","ELEMENTIS","CONSUMER","12915","RHEOCLEAN® HI 71","8OZ",0.25,1
"CT","ELEMENTIS","CONSUMER","12916","RHEOCLEAN® HI 711","8OZ",0.25,0
"CT","ELEMENTIS","CONSUMER","12917","RHEOCLEAN® HI 718","8OZ",0.24,0
"CT","ELEMENTIS","CONSUMER","12919","RHEOCLEAN® HI 735","8OZ",0.12,0
"CT","ELEMENTIS","CONSUMER","12920","RHEOCLEAN® HI 75","8OZ",0.26,1
"CT","ELEMENTIS","CONSUMER","12922","RHEOCLEAN® HI 780","8OZ",0.23,1
"CT","ELEMENTIS","CONSUMER","12923","RHEOCLEAN® HI 788","8OZ",0.25,0
"CT","ELEMENTIS","CONSUMER","12927","BENTONE® LUXE WO","8OZ",0.23,1
"CT","ELEMENTIS","CONSUMER","12928","BENTONE® LUXE WS","8OZ",0.23,1
"CT","ELEMENTIS","CONSUMER","12932","BENTONE GEL® LIP V","8OZ",0.23,1
"CT","ELEMENTIS","CONSUMER","12946","BENTONE GEL® CPS V","8OZ",0.24,1
"CT","ELEMENTIS","CONSUMER","12951","BENTONE GEL® IDD-T V","1PP",0.23,1
"CT","ELEMENTIS","CONSUMER","12951","BENTONE GEL® IDD-T V","8OZ",0.23,1
"CT","ELEMENTIS","CONSUMER","12958","BENTONE® LUXE WN","8OZ",0.23,1
"CT","ELEMENTIS","CONSUMER","12963","BENTONE HYDROCLAY™ 2000","8OZ",0.59,1
"CT","ELEMENTIS","CONSUMER","12963","BENTONE HYDROCLAY™ 2000","XSize",,1
"CT","ELEMENTIS","CONSUMER","12964","BENTONE HYDROCLAY™ 2001","8OZ",0.11,0
"CT","ELEMENTIS","CONSUMER","12965","BENTONE HYDROCLAY™ 900","8OZ",0.41,1
"CT","ELEMENTIS","CONSUMER","12966","BENTONE HYDROCLAY™ 1100","8OZ",0.23,0
"CT","ELEMENTIS","CONSUMER","12971","BENTONE HYDROCLAY™ 550","8OZ",0.23,1
"CT","ELEMENTIS","CONSUMER","12978","BENTONE GEL® DM5 V","8OZ",0.23,1
"CT","ELEMENTIS","CONSUMER","12979","BENTONE GEL® HS V","8OZ",0.23,1
"CT","ELEMENTIS","CONSUMER","12994","BENTONE GEL® LC V","8OZ",0.23,1
"CT","ELEMENTIS","CONSUMER","12998","BENTONE HYDROCLAY™ 2100","8OZ",0.23,1
"CT","ELEMENTIS","CONSUMER","13158","BENTONE® LUXE XO","1PP",0.18,1
"CT","ELEMENTIS","CONSUMER","13158","BENTONE® LUXE XO","8OZ",0.23,1
"CT","ELEMENTIS","CONSUMER","13159","BENTONE GEL® CCC V","8OZ",0.23,1
"CT","ELEMENTIS","CONSUMER","13538","BENTONE® PLUS CBD","8OZ",0.23,1
"CT","ELEMENTIS","CONSUMER","G-ELEM","SPECIAL GENERIC","EA",,0
"CT","ELEMENTIS","OIL","10808","BARAGEL®","8OZ",0.40,1
"CT","ELEMENTIS","OIL","10809","BARAGEL® 24","1BAG",,1
"CT","ELEMENTIS","OIL","10809","BARAGEL® 24","8OZ",0.11,1
"CT","ELEMENTIS","OIL","10810","BARAGEL® 3000","1BAG",,1
"CT","ELEMENTIS","OIL","10810","BARAGEL® 3000","8OZ",0.23,1
"CT","ELEMENTIS","OIL","10810","BARAGEL® 3000","PT",,1
"CT","ELEMENTIS","OIL","10820","BENTONE® 1000","8OZ",0.23,1
"CT","ELEMENTIS","OIL","10820","BENTONE® 1000","PT",,1
"CT","ELEMENTIS","OIL","10822","BENTONE® 150","1BAG",,0
"CT","ELEMENTIS","OIL","10822","BENTONE® 150","8OZ",0.38,0
"CT","ELEMENTIS","OIL","10822","BENTONE® 150","PT",0.76,0
"CT","ELEMENTIS","OIL","10823","BENTONE® 155","8OZ",0.12,1
"CT","ELEMENTIS","OIL","10823","BENTONE® 155","PT",0.80,1
"CT","ELEMENTIS","OIL","10824","BENTONE® 160","8OZ",0.41,1
"CT","ELEMENTIS","OIL","10832","BENTONE® 42","1BAG",,1
"CT","ELEMENTIS","OIL","10832","BENTONE® 42","8OZ",0.16,1
"CT","ELEMENTIS","OIL","10947","BENTONE® 910","8OZ",0.40,0
"CT","ELEMENTIS","OIL","10947","BENTONE® 910","PT",0.80,0
"CT","ELEMENTIS","OIL","10949","BENTONE® 920","8OZ",0.14,1
"CT","ELEMENTIS","OIL","10949","BENTONE® 920","GAL",6.44,1
"CT","ELEMENTIS","OIL","10950","BENTONE® 990","8OZ",0.40,1
"CT","ELEMENTIS","OIL","11362","BENTONE® 34 GG","8OZ",0.23,0
"CT","ELEMENTIS","OIL","11431","THIXATROL® DW","1BAG",,1
"CT","ELEMENTIS","OIL","11431","THIXATROL® DW","5LB",2.27,1
"CT","ELEMENTIS","OIL","11431","THIXATROL® DW","8OZ",0.24,1
"CT","ELEMENTIS","OIL","11431","THIXATROL® DW","GAL",,1
"CT","ELEMENTIS","OIL","12320","THIXATROL® DW50","8OZ",0.23,1
"CT","ELEMENTIS","OIL","12336","BENTONE® 44","8OZ",0.40,0
"CT","ELEMENTIS","OIL","12336","BENTONE® 44","PT",0.80,0
"CT","ELEMENTIS","OIL","12642","BENTONE® 905","1BAG",,1
"CT","ELEMENTIS","OIL","12642","BENTONE® 905","8OZ",0.43,1
"CT","ELEMENTIS","OIL","12642","BENTONE® 905","QT",1.70,1
"CT","ELEMENTIS","OIL","12742","THIXATROL® DW 100","8OZ",0.24,1
"CT","ELEMENTIS","OIL","12768","THIXATROL® RM","8OZ",0.24,0
"CT","ELEMENTIS","OIL","12845","THIXATROL® RM 14","1BAG",,1
"CT","ELEMENTIS","OIL","12845","THIXATROL® RM 14","8OZ",0.23,1
"CT","ELEMENTIS","OIL","12845","THIXATROL® RM 14","QT",0.91,1
"CT","ELEMENTIS","OIL","12956","BENTONE® 903","8OZ",0.23,1
"CT","ELEMENTIS","OIL","12976","THIXATROL® RM 14 W","8OZ",0.22,1
"CT","ELEMENTIS","OIL","12976","THIXATROL® RM 14 W","QT",0.90,1
"CT","ELEMENTIS","OIL","13155","BENATHIX® DW","PT",0.80,1
"CT","ELEMENTIS","OIL","13155","BENATHIX® DW","QT",1.61,1
"EU","ELEMENTIS","COATINGS & INKS","10438","NUOSPERSE® W-30","0.25L",0.23,1
"EU","ELEMENTIS","COATINGS & INKS","10439","NUOSPERSE® W-33","0.25L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","10439","NUOSPERSE® W-33","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","10440","NUOSPERSE® W-39","0.25L",0.22,1
"EU","ELEMENTIS","COATINGS & INKS","10448","DAPRO® DF 880","0.25L",0.21,1
"EU","ELEMENTIS","COATINGS & INKS","10491","DAPRO® W-77","0.25L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","10494","DAPRO® U-99","0.25L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","10791","BENTONE® 27","0.25L",0.13,1
"EU","ELEMENTIS","COATINGS & INKS","10791","BENTONE® 27","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","10796","BENTONE® 38","0.25L",0.12,1
"EU","ELEMENTIS","COATINGS & INKS","10796","BENTONE® 38","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","10799","BENTONE SD®-1","0.25L",0.10,1
"EU","ELEMENTIS","COATINGS & INKS","10799","BENTONE SD®-1","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","10800","BENTONE SD®-2","0.25L",0.06,1
"EU","ELEMENTIS","COATINGS & INKS","10801","BENTONE SD®-3","0.25L",0.10,1
"EU","ELEMENTIS","COATINGS & INKS","10803","BENTONE® 52","0.25L",0.11,1
"EU","ELEMENTIS","COATINGS & INKS","10814","BENATHIX®","0.25L",0.07,1
"EU","ELEMENTIS","COATINGS & INKS","10820","BENTONE® 1000","0.25L",0.11,1
"EU","ELEMENTIS","COATINGS & INKS","10838","BENTONE® LT","0.25L",0.10,1
"EU","ELEMENTIS","COATINGS & INKS","10838","BENTONE® LT","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","10839","BENTONE® EW","0.25L",0.11,1
"EU","ELEMENTIS","COATINGS & INKS","10839","BENTONE® EW","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","10842","BENTONE® HC","0.25L",0.14,1
"EU","ELEMENTIS","COATINGS & INKS","10845","BENAQUA® 4000","0.25L",0.11,1
"EU","ELEMENTIS","COATINGS & INKS","10845","BENAQUA® 4000","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","10848","THIXATROL® ST","0.25L",,1
"EU","ELEMENTIS","COATINGS & INKS","10848","THIXATROL® ST","0.5L",0.16,1
"EU","ELEMENTIS","COATINGS & INKS","10850","THIXATROL® PLUS","0.25L",,1
"EU","ELEMENTIS","COATINGS & INKS","10850","THIXATROL® PLUS","0.5L",0.12,1
"EU","ELEMENTIS","COATINGS & INKS","10856","THIXCIN® R","0.25L",0.08,1
"EU","ELEMENTIS","COATINGS & INKS","10861","THIXATROL® MAX","0.25L",,1
"EU","ELEMENTIS","COATINGS & INKS","10861","THIXATROL® MAX","0.5L",0.14,1
"EU","ELEMENTIS","COATINGS & INKS","10868","M-P-A® 60-X","0.25L",0.16,1
"EU","ELEMENTIS","COATINGS & INKS","10872","M-P-A® 2000-X","0.25L",0.22,1
"EU","ELEMENTIS","COATINGS & INKS","10882","RHEOLATE® 1","0.25L",0.26,1
"EU","ELEMENTIS","COATINGS & INKS","10882","RHEOLATE® 1","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","10883","RHEOLATE® 101","0.25L",0.11,0
"EU","ELEMENTIS","COATINGS & INKS","10885","RHEOLATE® 208","0.25L",0.12,1
"EU","ELEMENTIS","COATINGS & INKS","10885","RHEOLATE® 208","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","10886","RHEOLATE® 244","0.25L",0.23,1
"EU","ELEMENTIS","COATINGS & INKS","10887","RHEOLATE® 255","0.25L",0.24,1
"EU","ELEMENTIS","COATINGS & INKS","10887","RHEOLATE® 255","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","10888","RHEOLATE® 266","0.25L",0.23,1
"EU","ELEMENTIS","COATINGS & INKS","10890","RHEOLATE® 288","0.25L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","10890","RHEOLATE® 288","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","10896","RHEOLATE® 210","0.25L",0.23,1
"EU","ELEMENTIS","COATINGS & INKS","10896","RHEOLATE® 210","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","10898","RHEOLATE® 2001","0.25L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","10900","RHEOLATE® 425","0.25L",0.27,1
"EU","ELEMENTIS","COATINGS & INKS","10900","RHEOLATE® 425","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","10938","BENTONE® CT","0.25L",0.22,1
"EU","ELEMENTIS","COATINGS & INKS","10942","BENTONE® OC","0.25L",0.20,1
"EU","ELEMENTIS","COATINGS & INKS","11326","BENTONE® GS","0.25L",0.10,1
"EU","ELEMENTIS","COATINGS & INKS","11955","RHEOLATE® 125","0.25L",0.23,0
"EU","ELEMENTIS","COATINGS & INKS","11955","RHEOLATE® 125","XSize",,0
"EU","ELEMENTIS","COATINGS & INKS","11975","NALZIN® FA 179","0.25L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","11976","NUOSPERSE® FA 196","0.25L",0.26,1
"EU","ELEMENTIS","COATINGS & INKS","11976","NUOSPERSE® FA 196","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","11977","NALZIN® FA 579","0.25L",0.26,0
"EU","ELEMENTIS","COATINGS & INKS","11978","NUOSPERSE® FA 601","0.25L",0.23,1
"EU","ELEMENTIS","COATINGS & INKS","11978","NUOSPERSE® FA 601","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","11981","NUOSPERSE® FA 620","0.25L",0.22,1
"EU","ELEMENTIS","COATINGS & INKS","11984","NUOSPERSE® FA 115","0.25L",0.24,1
"EU","ELEMENTIS","COATINGS & INKS","11984","NUOSPERSE® FA 115","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","11986","NUOSPERSE® 2008","0.25L",0.26,1
"EU","ELEMENTIS","COATINGS & INKS","11986","NUOSPERSE® 2008","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","11988","DAPRO® FK 321","0.25L",0.20,1
"EU","ELEMENTIS","COATINGS & INKS","11991","NUOSPERSE® FN 265","0.25L",0.22,1
"EU","ELEMENTIS","COATINGS & INKS","11992","NUOSPERSE® FN 260","0.25L",0.22,1
"EU","ELEMENTIS","COATINGS & INKS","11998","NUOSPERSE® FX 504","0.25L",0.28,1
"EU","ELEMENTIS","COATINGS & INKS","12001","DAPRO® FX 511","0.25L",0.24,1
"EU","ELEMENTIS","COATINGS & INKS","12001","DAPRO® FX 511","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12003","NUOSPERSE® FX 605","0.25L",0.30,1
"EU","ELEMENTIS","COATINGS & INKS","12004","RHEOLATE® FX 1010","0.25L",0.20,1
"EU","ELEMENTIS","COATINGS & INKS","12006","RHEOLATE® FX 1100","0.25L",0.12,1
"EU","ELEMENTIS","COATINGS & INKS","12006","RHEOLATE® FX 1100","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12009","RHEOLATE® FX 1070","0.25L",0.24,1
"EU","ELEMENTIS","COATINGS & INKS","12009","RHEOLATE® FX 1070","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12010","NUOSPERSE® FX 600","0.25L",0.24,0
"EU","ELEMENTIS","COATINGS & INKS","12010","NUOSPERSE® FX 600","XSize",,0
"EU","ELEMENTIS","COATINGS & INKS","12018","NUOSPERSE® FX 9086","0.25L",0.22,1
"EU","ELEMENTIS","COATINGS & INKS","12018","NUOSPERSE® FX 9086","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12019","NUOSPERSE® FX 365","0.25L",0.28,1
"EU","ELEMENTIS","COATINGS & INKS","12019","NUOSPERSE® FX 365","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12022","NUOSPERSE® 2000","0.25L",0.27,1
"EU","ELEMENTIS","COATINGS & INKS","12024","DAPRO® FX 2060","0.25L",0.23,0
"EU","ELEMENTIS","COATINGS & INKS","12046","NUOSPERSE® FN 211","0.25L",0.23,1
"EU","ELEMENTIS","COATINGS & INKS","12046","NUOSPERSE® FN 211","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12059","NUOSPERSE® FA 615","0.25L",0.22,1
"EU","ELEMENTIS","COATINGS & INKS","12064","NUOSPERSE® 2006","0.25L",0.26,1
"EU","ELEMENTIS","COATINGS & INKS","12064","NUOSPERSE® 2006","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12076","NUOSPERSE® W-44","0.25L",0.24,1
"EU","ELEMENTIS","COATINGS & INKS","12077","RHEOLATE® 655","0.25L",0.24,1
"EU","ELEMENTIS","COATINGS & INKS","12083","BENTONE® DE","0.25L",0.12,1
"EU","ELEMENTIS","COATINGS & INKS","12090","DAPRO® BEZ 75","0.25L",0.26,1
"EU","ELEMENTIS","COATINGS & INKS","12113","RHEOLATE® 644","0.25L",0.23,1
"EU","ELEMENTIS","COATINGS & INKS","12114","RHEOLATE® 666","0.25L",0.26,1
"EU","ELEMENTIS","COATINGS & INKS","12114","RHEOLATE® 666","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12122","NUOSPERSE® FN 267","0.25L",0.26,1
"EU","ELEMENTIS","COATINGS & INKS","12122","NUOSPERSE® FN 267","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12190","BENTONE® DY","0.5L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","12294","BENTONE® DY CE","0.25L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","12294","BENTONE® DY CE","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12321","BENTONE® 54","0.25L",0.10,1
"EU","ELEMENTIS","COATINGS & INKS","12325","DAPRO® FX 514","0.25L",0.22,1
"EU","ELEMENTIS","COATINGS & INKS","12326","BENTONE® 30","0.25L",0.13,1
"EU","ELEMENTIS","COATINGS & INKS","12326","BENTONE® 30","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12494","NUOSPERSE® FX 610","0.25L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","12648","BENTONE® WBS","0.25L",0.20,1
"EU","ELEMENTIS","COATINGS & INKS","12649","THIXATROL® P220X (MF)","0.25L",0.17,1
"EU","ELEMENTIS","COATINGS & INKS","12681","RHEOLATE® 150","0.25L",0.23,1
"EU","ELEMENTIS","COATINGS & INKS","12681","RHEOLATE® 150","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12695","NUOSPERSE® 9850","0.25L",0.24,1
"EU","ELEMENTIS","COATINGS & INKS","12695","NUOSPERSE® 9850","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12708","RHEOLATE CVS® -11","0.25L",0.23,1
"EU","ELEMENTIS","COATINGS & INKS","12709","RHEOLATE® 299","0.25L",0.24,1
"EU","ELEMENTIS","COATINGS & INKS","12755","RHEOLATE® 350 D","0.25L",0.24,1
"EU","ELEMENTIS","COATINGS & INKS","12761","RHEOLATE® 175","0.25L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","12761","RHEOLATE® 175","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12763","NUOSPERSE® 657 RD","0.25L",0.23,1
"EU","ELEMENTIS","COATINGS & INKS","12763","NUOSPERSE® 657 RD","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12764","NUOSPERSE® FN 270","0.25L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","12796","BENTONE® 34","0.25L",0.11,1
"EU","ELEMENTIS","COATINGS & INKS","12796","BENTONE® 34","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12797","RHEOLATE® 278 TF","0.25L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","12797","RHEOLATE® 278 TF","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12807","NUOSPERSE® 757","0.25L",0.21,1
"EU","ELEMENTIS","COATINGS & INKS","12807","NUOSPERSE® 757","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12823","RHEOLATE® HX 6050","0.25L",0.26,0
"EU","ELEMENTIS","COATINGS & INKS","12830","RHEOLATE CVS® -15","0.25L",0.26,1
"EU","ELEMENTIS","COATINGS & INKS","12830","RHEOLATE CVS® -15","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12850","RHEOLATE® 465","0.25L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","12850","RHEOLATE® 465","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12852","RHEOLATE® 658","0.25L",0.23,1
"EU","ELEMENTIS","COATINGS & INKS","12852","RHEOLATE® 658","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12858","RHEOLATE® 310 D","0.25L",0.24,1
"EU","ELEMENTIS","COATINGS & INKS","12866","THIXATROL® AS 8053","0.5L",0.15,1
"EU","ELEMENTIS","COATINGS & INKS","12876","THIXATROL® PM 8054","1.0L",0.17,0
"EU","ELEMENTIS","COATINGS & INKS","12877","THIXATROL® PM 8056","1.0L",0.20,1
"EU","ELEMENTIS","COATINGS & INKS","12936","SUPREAD® 2059","0.25L",0.24,0
"EU","ELEMENTIS","COATINGS & INKS","12936","SUPREAD® 2059","XSize",,0
"EU","ELEMENTIS","COATINGS & INKS","12944","BENTONE® P380 MS","0.25L",0.19,0
"EU","ELEMENTIS","COATINGS & INKS","12947","BENTONE® P270 CO","0.25L",0.22,1
"EU","ELEMENTIS","COATINGS & INKS","12952","RHEOLATE® 185","0.25L",0.26,1
"EU","ELEMENTIS","COATINGS & INKS","12952","RHEOLATE® 185","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12955","THIXATROL® AS 8024","0.5L",0.14,1
"EU","ELEMENTIS","COATINGS & INKS","12959","RHEOLATE® 212 IF","0.25L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","12959","RHEOLATE® 212 IF","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12960","RHEOLATE® HX 6008 IF","0.25L",0.23,1
"EU","ELEMENTIS","COATINGS & INKS","12960","RHEOLATE® HX 6008 IF","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","12961","RHEOLATE® 678 IF","0.25L",0.26,1
"EU","ELEMENTIS","COATINGS & INKS","12962","RHEOLATE® HX 6010 IF","0.25L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","13014","DAPRO® DF 17","0.25L",0.20,1
"EU","ELEMENTIS","COATINGS & INKS","13024","DAPRO® DF 21","0.25L",0.22,1
"EU","ELEMENTIS","COATINGS & INKS","13024","DAPRO® DF 21","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","13064","DAPRO® DF 52","0.25L",0.22,0
"EU","ELEMENTIS","COATINGS & INKS","13101","Dumacil® 100 FG K","0.25L",0.02,1
"EU","ELEMENTIS","COATINGS & INKS","13109","DUMACIL® 300 FGK","0.25L",0.03,1
"EU","ELEMENTIS","COATINGS & INKS","13157","THIXATROL® PM 8058","0.25L",0.06,0
"EU","ELEMENTIS","COATINGS & INKS","13157","THIXATROL® PM 8058","XSize",,0
"EU","ELEMENTIS","COATINGS & INKS","18070","NUOSPERSE® FA 162","0.25L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","18070","NUOSPERSE® FA 162","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","19135","RHEOLATE® FX 1080","0.25L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","402288","THIXATROL® P2100W","0.25L",0.20,0
"EU","ELEMENTIS","COATINGS & INKS","402288","THIXATROL® P2100W","XSize",,0
"EU","ELEMENTIS","COATINGS & INKS","403288","Hypomer MT-2550K","1.0L",1.01,1
"EU","ELEMENTIS","COATINGS & INKS","405388","NUOSPERSE® FX 7500W","0.25L",0.26,1
"EU","ELEMENTIS","COATINGS & INKS","410488","THIXATROL® 5020W","0.25L",0.25,1
"EU","ELEMENTIS","COATINGS & INKS","410488","THIXATROL® 5020W","XSize",,1
"EU","ELEMENTIS","COATINGS & INKS","RD17134","RD 17134","0.25L",0.17,0
"EU","ELEMENTIS","CONSUMER - FANCOR","12500","BETAFAN-M","0.25L",0.25,1
"EU","ELEMENTIS","CONSUMER - FANCOR","12524","FANCOL® IE-CG","0.25L",0.19,1
"EU","ELEMENTIS","CONSUMER - FANCOR","12525","FANCOL® IH-CG","0.25L",0.17,1
"EU","ELEMENTIS","CONSUMER - FANCOR","12532","FANCOL® VB","0.25L",0.21,1
"EU","ELEMENTIS","CONSUMER - FANCOR","12534","FANCOR® ABYSSINIAN OIL","0.25L",0.20,0
"EU","ELEMENTIS","CONSUMER - FANCOR","12534","FANCOR® ABYSSINIAN OIL","XSize",,0
"EU","ELEMENTIS","CONSUMER - FANCOR","12544","FANCOR MEADOWFOAM® SEED OIL","0.25L",0.20,1
"EU","ELEMENTIS","CONSUMER - FANCOR","12551","FANCORSIL® LIM-1","0.25L",0.26,1
"EU","ELEMENTIS","CONSUMER - FANCOR","12551","FANCORSIL® LIM-1","XSize",,1
"EU","ELEMENTIS","CONSUMER - FANCOR","12552","FANCORSIL® LIM-2","0.25L",0.20,0
"EU","ELEMENTIS","CONSUMER - FANCOR","12580","MEADOWESTOLIDE®","0.1L",0.08,1
"EU","ELEMENTIS","CONSUMER - FANCOR","12580","MEADOWESTOLIDE®","XSize",,1
"EU","ELEMENTIS","CONSUMER - FANCOR","12581","MEADOWLACTONE®","0.1L",0.08,1
"EU","ELEMENTIS","CONSUMER - FANCOR","12584","MEADOWQUAT® HG-70","0.25L",0.25,1
"EU","ELEMENTIS","CONSUMER - FANCOR","12601","FANCOL® POLYISO® 250-CG","0.25L",0.17,1
"EU","ELEMENTIS","CONSUMER - FANCOR","12602","FANCOL® POLYISO® 275-CG","0.25L",0.17,1
"EU","ELEMENTIS","CONSUMER - FANCOR","12603","FANCOL® POLYISO® 300-CG","0.25L",0.17,1
"EU","ELEMENTIS","CONSUMER - FANCOR","12604","FANCOL® POLYISO® 450-CG","0.25L",0.17,1
"EU","ELEMENTIS","CONSUMER","10841","BENTONE® MA","0.25L",0.15,1
"EU","ELEMENTIS","CONSUMER","10908","BENTONE GEL® PTM V","0.25L",0.16,1
"EU","ELEMENTIS","CONSUMER","10908","BENTONE GEL® PTM V","XSize",,1
"EU","ELEMENTIS","CONSUMER","10927","BENTONE GEL® IHD V","0.25L",0.15,0
"EU","ELEMENTIS","CONSUMER","10929","BENTONE GEL® CAO V","0.25L",0.16,1
"EU","ELEMENTIS","CONSUMER","10930","BENTONE GEL® EUG V","0.25L",0.16,1
"EU","ELEMENTIS","CONSUMER","10930","BENTONE GEL® EUG V","XSize",,1
"EU","ELEMENTIS","CONSUMER","10931","BENTONE GEL® GTCC V","0.25L",0.19,1
"EU","ELEMENTIS","CONSUMER","10932","BENTONE GEL® ISD V","0.25L",0.16,1
"EU","ELEMENTIS","CONSUMER","10933","BENTONE GEL® VS-5 V","0.25L",0.16,1
"EU","ELEMENTIS","CONSUMER","10934","BENTONE GEL® VS-5 PC V","0.25L",0.20,1
"EU","ELEMENTIS","CONSUMER","11342","BENTONE GEL® IPM V","0.25L",0.16,1
"EU","ELEMENTIS","CONSUMER","11344","BENTONE GEL® MIO V","0.25L",0.17,1
"EU","ELEMENTIS","CONSUMER","11344","BENTONE GEL® MIO V","XSize",,1
"EU","ELEMENTIS","CONSUMER","11345","BENTONE GEL® OMS V","0.25L",0.20,1
"EU","ELEMENTIS","CONSUMER","11347","BENTONE GEL® TN V","0.25L",0.20,1
"EU","ELEMENTIS","CONSUMER","11353","BENTONE GEL® HSO V","0.25L",0.22,0
"EU","ELEMENTIS","CONSUMER","11473","THIXCIN® R PC","0.25L",0.08,1
"EU","ELEMENTIS","CONSUMER","11507","EA-3105","0.25L",0.20,1
"EU","ELEMENTIS","CONSUMER","12216","BENTONE GEL® PTIS V","0.25L",0.20,1
"EU","ELEMENTIS","CONSUMER","12495","RHEOLUXE® 880","0.25L",0.25,1
"EU","ELEMENTIS","CONSUMER","12495","RHEOLUXE® 880","XSize",,1
"EU","ELEMENTIS","CONSUMER","12563","LAN-AQUA-SOL 75:50","0.25L",0.25,1
"EU","ELEMENTIS","CONSUMER","12632","BENTONE GEL® NGD V","0.25L",0.18,1
"EU","ELEMENTIS","CONSUMER","12644","BENTONE GEL® TMF V","0.25L",,1
"EU","ELEMENTIS","CONSUMER","12644","BENTONE GEL® TMF V","0.5L",0.46,1
"EU","ELEMENTIS","CONSUMER","12696","BENTONE GEL® 1002V","0.25L",0.20,1
"EU","ELEMENTIS","CONSUMER","12705","BENTONE GEL® ABO V","0.25L",0.20,0
"EU","ELEMENTIS","CONSUMER","12776","BENTONE GEL® OLV V","0.25L",,1
"EU","ELEMENTIS","CONSUMER","12776","BENTONE GEL® OLV V","0.5L",0.25,1
"EU","ELEMENTIS","CONSUMER","12776","BENTONE GEL® OLV V","XSize",,1
"EU","ELEMENTIS","CONSUMER","12800","RHEOLUXE® 812","0.25L",0.24,1
"EU","ELEMENTIS","CONSUMER","12805","BENTONE GEL® VS-5 PC V HV","0.25L",0.21,1
"EU","ELEMENTIS","CONSUMER","12839","RHEOLUXE® 811","0.25L",0.14,1
